BusinessTravel,EducationField,JobRole,MaritalStatus,OverTime,MonthlyIncome,TotalWorkingYears,YearsAtCompany,YearsWithCurrManager,Age,JobSatisfaction,EnvironmentSatisfaction,NumCompaniesWorked,YearsSinceLastPromotion,Attrition,Attrition (Actual),PredictedAttrition,Probability
Travel_Rarely,Marketing,Sales Executive,Single,No,10231,23,21,17,43,4,4,3,15,0,0,0,0.4821
Travel_Rarely,Life Sciences,Manufacturing Director,Married,No,12742,21,21,8,39,4,4,1,11,0,0,0,0.2881
Travel_Rarely,Medical,Laboratory Technician,Divorced,No,2232,7,3,2,39,3,3,7,1,0,0,0,0.0162
Non-Travel,Marketing,Sales Executive,Married,Yes,10377,16,13,12,35,4,3,4,4,0,0,0,0.1767
Travel_Rarely,Life Sciences,Manufacturing Director,Single,Yes,7945,18,4,3,40,4,3,6,3,0,0,1,0.6161
Travel_Rarely,Life Sciences,Manufacturing Director,Married,No,10435,18,18,12,40,3,1,1,14,0,0,0,0.2529
Travel_Rarely,Life Sciences,Sales Executive,Married,No,4936,18,7,7,51,4,3,4,0,0,0,0,0.0728
Travel_Rarely,Technical Degree,Healthcare Representative,Divorced,No,7441,10,10,7,45,2,1,1,7,0,0,0,0.1727
Travel_Rarely,Medical,Healthcare Representative,Divorced,No,6377,15,12,8,40,3,2,5,11,0,0,0,0.2369
Travel_Rarely,Medical,Sales Executive,Married,No,6209,10,10,8,32,4,3,1,0,0,0,0,0.07
Travel_Rarely,Medical,Research Scientist,Divorced,No,2377,6,2,2,28,3,3,5,2,0,0,0,0.0749
Travel_Frequently,Marketing,Sales Executive,Married,No,9637,9,3,2,31,1,1,2,2,0,0,0,0.0169
Travel_Frequently,Life Sciences,Research Director,Married,Yes,15787,23,2,2,58,3,1,2,2,0,0,0,0.026
Travel_Rarely,Life Sciences,Manager,Married,No,18041,21,20,12,40,3,3,0,1,0,0,0,0.0265
Travel_Frequently,Life Sciences,Laboratory Technician,Divorced,No,5210,24,24,11,45,1,1,1,9,0,0,0,0.054
Travel_Rarely,Other,Manager,Married,Yes,19513,26,2,1,44,4,4,4,0,0,0,1,0.6747
Travel_Rarely,Life Sciences,Research Director,Married,Yes,16880,25,3,2,50,1,4,4,1,0,0,0,0.352
Non-Travel,Life Sciences,Laboratory Technician,Married,Yes,3633,9,9,8,45,1,4,1,0,0,0,0,0.2258
Travel_Frequently,Life Sciences,Sales Executive,Married,No,9069,9,9,8,35,1,2,1,1,0,0,0,0.0142
Travel_Rarely,Life Sciences,Manufacturing Director,Single,No,7898,11,10,8,48,4,4,1,0,0,0,0,0.0088
Travel_Rarely,Technical Degree,Research Scientist,Divorced,No,3319,9,9,7,40,4,1,1,4,0,0,0,0.2588
Travel_Rarely,Technical Degree,Human Resources,Divorced,Yes,2696,4,3,0,42,3,3,0,1,0,0,0,0.049
Travel_Frequently,Medical,Manager,Divorced,No,17174,24,22,7,48,4,4,3,4,0,0,0,0.1776
Travel_Rarely,Medical,Research Scientist,Single,No,3230,3,3,0,21,3,4,1,1,0,0,0,0.1185
Travel_Rarely,Medical,Research Scientist,Married,Yes,3057,6,1,1,38,3,4,6,0,0,0,1,0.7671
Travel_Rarely,Medical,Laboratory Technician,Married,Yes,4014,4,2,2,35,1,3,3,2,0,0,0,0.4479
Travel_Frequently,Marketing,Sales Representative,Married,No,1790,1,1,0,23,1,4,1,1,0,0,0,0.1185
Travel_Rarely,Medical,Manager,Divorced,No,14852,22,17,2,53,3,3,6,15,0,0,0,0.2431
Travel_Frequently,Life Sciences,Manufacturing Director,Single,No,9362,10,2,2,35,4,3,2,2,0,0,0,0.0144
Travel_Frequently,Medical,Laboratory Technician,Single,No,2088,13,8,2,36,2,4,4,7,0,0,0,0.0861
Travel_Rarely,Technical Degree,Healthcare Representative,Divorced,No,10096,17,17,8,36,3,3,1,12,0,0,0,0.1866
Travel_Rarely,Life Sciences,Manufacturing Director,Single,Yes,13726,30,5,3,59,4,3,3,4,0,0,1,0.6465
Travel_Rarely,Medical,Sales Executive,Divorced,No,5505,6,6,4,33,4,4,1,0,0,0,0,0.024
Travel_Rarely,Life Sciences,Laboratory Technician,Married,No,3377,7,4,2,40,1,3,4,0,0,0,0,0.022
Travel_Rarely,Medical,Laboratory Technician,Single,Yes,5769,10,10,4,45,1,3,1,1,0,0,0,0.3307
Travel_Rarely,Technical Degree,Research Scientist,Single,No,2439,4,4,2,32,1,4,1,1,0,0,0,0.0609
Travel_Rarely,Technical Degree,Sales Executive,Married,No,13120,22,9,3,49,2,4,6,2,0,0,0,0.1574
Travel_Rarely,Life Sciences,Laboratory Technician,Married,No,3038,5,1,0,36,4,2,3,0,0,0,0,0.0991
Travel_Rarely,Life Sciences,Sales Representative,Divorced,Yes,2275,3,3,2,23,4,3,1,0,0,0,0,0.0675
Travel_Frequently,Technical Degree,Research Scientist,Single,No,4968,10,9,7,30,1,4,0,0,0,0,0,0.0088
Travel_Rarely,Life Sciences,Research Director,Married,No,14814,32,5,3,53,3,3,3,1,0,0,0,0.0776
Travel_Rarely,Marketing,Sales Executive,Married,No,11836,28,2,2,53,4,1,5,2,0,0,0,0.1396
Non-Travel,Medical,Manager,Divorced,No,16291,37,16,14,58,2,2,4,14,0,0,0,0.1427
Travel_Rarely,Life Sciences,Human Resources,Divorced,Yes,3195,8,2,2,44,4,3,4,2,0,0,0,0.082
Travel_Rarely,Medical,Research Scientist,Married,No,3936,8,8,7,37,2,2,1,7,0,0,1,0.6679
Non-Travel,Technical Degree,Research Scientist,Married,Yes,2307,5,5,0,34,1,4,1,3,0,0,1,0.8561
Travel_Rarely,Life Sciences,Manufacturing Director,Divorced,No,9980,10,10,8,29,1,2,1,8,0,0,0,0.035
Travel_Rarely,Life Sciences,Research Scientist,Married,No,2977,4,4,1,35,4,3,1,1,0,0,0,0.3202
Travel_Rarely,Life Sciences,Sales Executive,Single,Yes,6582,10,6,5,31,4,2,4,0,0,0,1,0.7653
Travel_Rarely,Human Resources,Human Resources,Divorced,Yes,2277,7,4,3,33,2,4,3,0,0,0,0,0.0953
Travel_Rarely,Technical Degree,Laboratory Technician,Married,No,3229,7,3,2,25,4,1,4,0,0,0,0,0.0204
Travel_Rarely,Medical,Healthcare Representative,Single,No,8621,9,8,7,34,2,4,1,7,0,0,0,0.2156
Travel_Rarely,Life Sciences,Sales Executive,Married,No,9610,10,4,2,32,3,4,3,0,0,0,0,0.0602
Travel_Frequently,Life Sciences,Research Director,Single,Yes,13458,15,15,12,33,4,1,1,8,0,0,0,0.3983
Travel_Rarely,Technical Degree,Manufacturing Director,Married,Yes,9380,10,3,2,45,4,2,4,1,0,0,0,0.2211
Travel_Frequently,Medical,Research Scientist,Married,Yes,4422,16,1,0,40,4,3,3,0,0,0,0,0.4922
Non-Travel,Medical,Manufacturing Director,Single,No,9936,10,9,7,31,1,2,0,1,0,0,0,0.005
Travel_Rarely,Medical,Research Scientist,Married,No,2244,2,2,2,22,2,1,1,1,0,0,0,0.0792
Travel_Rarely,Medical,Research Scientist,Single,No,5098,10,10,8,35,3,2,1,0,0,0,0,0.0308
Travel_Rarely,Other,Research Director,Divorced,Yes,16627,21,1,0,43,4,2,4,0,0,0,0,0.3321
Travel_Rarely,Life Sciences,Research Scientist,Married,No,2451,5,1,0,29,3,3,6,0,0,0,0,0.1466
Travel_Rarely,Medical,Manager,Married,No,12504,15,0,0,48,3,1,3,0,0,0,0,0.0798
Non-Travel,Life Sciences,Research Scientist,Single,No,1051,0,0,0,18,4,2,1,0,0,0,0,0.0048
Travel_Rarely,Life Sciences,Healthcare Representative,Divorced,No,6842,13,5,4,36,1,4,6,0,0,0,0,0.0068
Travel_Rarely,Technical Degree,Manufacturing Director,Single,No,8095,17,16,13,35,2,3,0,0,0,0,0,0.0055
Travel_Frequently,Life Sciences,Laboratory Technician,Married,Yes,3867,2,2,2,28,4,4,1,2,0,0,0,0.0374
Travel_Rarely,Medical,Laboratory Technician,Single,No,3295,3,3,2,23,2,3,1,1,0,0,0,0.0134
Travel_Rarely,Life Sciences,Laboratory Technician,Single,No,2062,11,3,2,29,1,4,3,1,0,0,0,0.0084
Travel_Rarely,Life Sciences,Manager,Married,No,15402,21,3,2,48,1,4,7,0,0,0,0,0.0143
Travel_Rarely,Human Resources,Human Resources,Divorced,Yes,2335,4,2,0,29,1,1,4,2,0,0,0,0.4707
Travel_Rarely,Medical,Manager,Married,No,19033,21,20,9,40,3,4,1,9,0,0,1,0.5414
Travel_Rarely,Other,Manufacturing Director,Married,Yes,4788,4,3,2,35,2,4,0,0,0,0,0,0.0192
Travel_Rarely,Medical,Laboratory Technician,Married,No,2305,3,3,2,26,3,4,1,0,0,0,0,0.0291
Travel_Rarely,Medical,Manager,Married,No,17426,36,10,7,54,3,2,3,4,0,0,1,0.5731
Travel_Rarely,Other,Sales Executive,Married,Yes,4194,5,5,3,25,1,3,1,0,0,0,0,0.4104
Travel_Frequently,Life Sciences,Manufacturing Director,Married,No,10976,23,3,2,55,2,4,3,1,0,0,0,0.0085
Travel_Rarely,Life Sciences,Sales Executive,Single,Yes,5813,10,10,7,35,4,3,1,7,0,0,1,0.7058
Travel_Rarely,Life Sciences,Manufacturing Director,Divorced,No,10648,13,13,8,31,2,3,1,0,0,0,0,0.0064
Travel_Rarely,Marketing,Sales Executive,Married,No,5677,15,11,10,40,2,2,3,5,0,0,1,0.6832
Travel_Rarely,Life Sciences,Sales Representative,Single,No,2858,20,1,0,38,1,1,4,0,0,0,0,0.0565
Travel_Rarely,Medical,Manufacturing Director,Divorced,No,4941,7,3,1,36,2,2,6,0,0,0,0,0.0591
Travel_Frequently,Life Sciences,Manufacturing Director,Divorced,No,5131,18,4,2,36,2,4,7,0,0,0,0,0.0098
Travel_Rarely,Life Sciences,Sales Executive,Divorced,No,6893,11,7,7,38,1,2,3,1,0,0,0,0.0161
Travel_Rarely,Life Sciences,Research Scientist,Divorced,Yes,4257,19,2,2,56,1,3,4,2,0,0,0,0.2066
Travel_Frequently,Life Sciences,Sales Executive,Single,No,5473,20,4,3,59,3,1,7,1,0,0,0,0.1136
Travel_Rarely,Life Sciences,Laboratory Technician,Married,Yes,5207,15,15,7,33,3,2,1,5,0,0,0,0.1042
Travel_Rarely,Life Sciences,Research Scientist,Single,Yes,2478,4,4,2,27,2,3,1,1,0,0,0,0.2297
Travel_Rarely,Life Sciences,Sales Executive,Divorced,No,7823,12,10,8,35,4,4,6,0,0,0,0,0.025
Travel_Frequently,Life Sciences,Sales Executive,Single,No,4898,5,4,3,28,1,3,0,1,0,0,0,0.0159
Travel_Rarely,Technical Degree,Research Scientist,Single,No,2362,11,9,7,29,1,1,6,0,0,0,0,0.0322
Travel_Rarely,Life Sciences,Laboratory Technician,Divorced,No,2008,1,1,0,34,2,2,1,1,0,0,0,0.0483
Travel_Rarely,Other,Manager,Single,No,19613,24,1,1,42,4,4,8,0,0,0,0,0.0261
Travel_Rarely,Life Sciences,Research Scientist,Single,Yes,6545,10,3,2,42,1,4,3,0,0,0,1,0.6417
Travel_Rarely,Life Sciences,Manufacturing Director,Divorced,No,8578,12,9,7,46,4,4,3,4,0,0,0,0.0931
Travel_Rarely,Life Sciences,Research Scientist,Divorced,No,4505,12,1,0,34,2,3,6,0,0,0,0,0.0546
Travel_Rarely,Marketing,Sales Executive,Married,No,8392,10,10,7,41,1,2,1,0,0,0,0,0.0446
Non-Travel,Medical,Research Scientist,Divorced,Yes,3065,4,4,3,31,1,3,1,2,0,0,0,0.2807
Travel_Rarely,Marketing,Sales Representative,Single,No,2679,1,1,0,21,2,2,1,1,0,0,0,0.0728
Travel_Rarely,Medical,Research Scientist,Married,No,5175,9,5,3,32,3,3,5,1,0,0,0,0.1483
Non-Travel,Life Sciences,Sales Executive,Married,No,6347,19,18,13,50,3,4,0,0,0,0,0,0.0105
Non-Travel,Life Sciences,Manufacturing Director,Single,No,7779,18,11,9,36,4,1,2,0,0,0,0,0.013
Travel_Rarely,Marketing,Manager,Married,No,18213,26,22,10,44,2,2,7,3,0,0,0,0.1645
Travel_Rarely,Life Sciences,Sales Executive,Married,No,4851,4,3,2,25,2,4,0,1,0,0,0,0.0274
Travel_Rarely,Life Sciences,Research Scientist,Single,No,3452,5,3,2,33,4,2,3,0,0,0,0,0.0122
Travel_Rarely,Life Sciences,Research Scientist,Married,Yes,2235,9,9,8,27,1,1,1,6,0,0,1,0.5568
Travel_Rarely,Medical,Manufacturing Director,Married,Yes,5056,10,10,2,29,4,2,1,1,0,0,0,0.153
Travel_Rarely,Medical,Laboratory Technician,Married,No,3690,5,3,2,50,3,3,2,0,0,0,0,0.0291
Travel_Rarely,Medical,Research Scientist,Single,No,2096,2,2,1,25,2,4,1,2,0,0,0,0.1722
Travel_Rarely,Technical Degree,Human Resources,Single,No,4323,6,5,4,35,3,3,1,1,0,0,0,0.031
Travel_Rarely,Life Sciences,Sales Executive,Married,No,4639,5,5,2,40,1,4,1,1,0,0,0,0.0343
Travel_Rarely,Life Sciences,Sales Executive,Married,No,5476,10,10,2,31,4,1,1,0,0,0,0,0.0312
Travel_Rarely,Marketing,Manager,Divorced,No,14118,32,1,0,57,4,1,3,0,0,0,0,0.0694
Travel_Frequently,Medical,Laboratory Technician,Single,Yes,3172,4,0,0,24,1,2,2,0,0,0,0,0.0944
Travel_Rarely,Life Sciences,Research Scientist,Married,No,3143,14,10,6,33,1,4,6,7,0,0,0,0.4653
Non-Travel,Life Sciences,Healthcare Representative,Divorced,Yes,5660,12,5,2,58,3,4,2,1,0,0,0,0.0292
Travel_Rarely,Medical,Sales Representative,Married,No,2856,1,1,0,28,2,2,1,0,0,0,1,0.5004
Travel_Rarely,Medical,Research Director,Married,No,13206,20,18,11,38,3,2,3,1,0,0,0,0.1518
Travel_Rarely,Medical,Manufacturing Director,Divorced,No,5482,13,4,2,51,2,4,5,1,0,0,0,0.0337
Travel_Rarely,Medical,Research Director,Divorced,No,16184,10,6,5,33,3,1,4,0,0,0,0,0.0195
Travel_Rarely,Medical,Sales Executive,Divorced,Yes,4187,10,10,9,29,2,1,1,0,0,0,0,0.0399
Travel_Rarely,Life Sciences,Research Scientist,Married,No,2862,10,10,8,30,4,2,1,0,0,0,0,0.0323
Travel_Rarely,Marketing,Sales Executive,Single,No,7351,10,1,0,38,2,4,7,0,0,0,0,0.0443
Travel_Frequently,Life Sciences,Sales Executive,Divorced,No,4127,7,2,2,39,4,3,2,2,0,0,0,0.0257
Non-Travel,Medical,Research Director,Divorced,Yes,13603,15,5,2,37,4,1,2,0,0,0,0,0.0471
Travel_Rarely,Life Sciences,Research Scientist,Married,No,3022,8,1,0,37,2,2,4,0,0,0,0,0.1466
Travel_Rarely,Life Sciences,Manufacturing Director,Single,No,4534,9,8,7,39,3,1,0,1,0,0,0,0.0189
Travel_Frequently,Human Resources,Human Resources,Divorced,No,2180,6,4,2,30,4,3,6,1,0,0,0,0.0294
Travel_Frequently,Life Sciences,Sales Executive,Married,Yes,6834,7,7,7,28,4,3,1,0,0,0,0,0.0957
Travel_Rarely,Life Sciences,Laboratory Technician,Married,No,3149,9,5,4,52,3,4,8,1,0,0,0,0.0598
Travel_Rarely,Technical Degree,Healthcare Representative,Married,No,10322,14,11,1,40,4,1,4,11,0,0,1,0.8938
Travel_Rarely,Medical,Research Scientist,Married,No,4401,5,5,4,24,3,3,1,0,0,0,0,0.0631
Travel_Rarely,Medical,Sales Executive,Married,No,4601,5,5,0,35,3,3,1,1,0,0,1,0.538
Travel_Rarely,Life Sciences,Sales Representative,Single,Yes,3294,3,3,2,47,4,4,1,1,0,0,0,0.2319
Non-Travel,Human Resources,Manager,Single,Yes,17328,23,5,4,54,4,4,2,4,0,0,0,0.3528
Travel_Rarely,Life Sciences,Sales Representative,Single,Yes,2644,7,3,2,36,4,3,3,1,0,0,1,0.5418
Travel_Frequently,Technical Degree,Laboratory Technician,Married,No,6323,10,10,4,40,3,4,1,9,0,0,0,0.233
Non-Travel,Technical Degree,Manufacturing Director,Married,No,4319,10,10,9,29,3,4,1,0,0,0,0,0.0118
Travel_Rarely,Technical Degree,Sales Executive,Married,No,6799,10,10,8,34,3,2,1,4,0,0,1,0.5932
Travel_Rarely,Technical Degree,Research Scientist,Single,No,2080,5,3,2,28,1,4,2,1,0,0,0,0.0411
Travel_Rarely,Other,Human Resources,Divorced,No,4071,19,10,7,37,2,3,2,4,0,0,0,0.1901
Travel_Rarely,Medical,Laboratory Technician,Single,No,2519,16,11,9,36,3,3,4,3,0,0,0,0.0487
Travel_Rarely,Medical,Sales Representative,Single,No,2783,2,2,2,20,3,3,1,2,0,0,0,0.0693
Travel_Frequently,Life Sciences,Human Resources,Married,No,4490,14,10,8,34,2,3,4,1,0,0,0,0.0172
Travel_Rarely,Medical,Manager,Married,No,19392,21,16,14,43,3,1,7,6,0,0,1,0.532
Travel_Frequently,Medical,Manager,Married,No,19272,21,21,3,39,4,3,1,13,0,0,0,0.2298
Non-Travel,Medical,Healthcare Representative,Divorced,No,6667,9,5,2,32,4,3,5,1,0,0,0,0.0303
Travel_Rarely,Life Sciences,Research Scientist,Married,No,2011,10,10,7,44,4,1,1,7,0,0,0,0.4897
Travel_Rarely,Other,Laboratory Technician,Married,No,7403,29,26,7,49,2,1,4,1,0,0,0,0.0599
Travel_Rarely,Life Sciences,Sales Executive,Divorced,No,4115,8,4,3,30,1,3,8,0,0,0,0,0.0146
Travel_Rarely,Technical Degree,Sales Executive,Married,Yes,5673,10,10,7,36,3,2,1,1,0,0,0,0.0852
Non-Travel,Medical,Research Director,Divorced,No,13757,16,9,8,40,2,4,2,4,0,0,0,0.212
Travel_Rarely,Life Sciences,Healthcare Representative,Divorced,No,6384,11,7,6,29,3,4,8,1,0,0,0,0.0195
Non-Travel,Medical,Laboratory Technician,Single,No,3708,9,5,4,44,3,1,2,1,0,0,0,0.0322
Travel_Frequently,Medical,Manufacturing Director,Married,No,13826,31,9,0,52,4,3,3,0,0,0,0,0.1113
Travel_Rarely,Medical,Research Director,Single,No,17328,29,20,7,54,4,4,6,12,0,0,0,0.3323
Non-Travel,Life Sciences,Healthcare Representative,Divorced,No,5093,16,1,0,35,1,4,2,0,0,0,0,0.0127
Travel_Rarely,Other,Laboratory Technician,Divorced,No,4066,7,7,7,27,1,4,1,0,0,0,0,0.0105
Travel_Rarely,Human Resources,Manager,Married,Yes,19636,35,10,4,55,2,3,4,1,0,0,0,0.243
Travel_Rarely,Medical,Healthcare Representative,Married,No,4335,11,8,1,29,3,2,4,1,0,0,1,0.5596
Travel_Rarely,Medical,Laboratory Technician,Single,No,2871,1,0,0,22,4,2,1,0,0,0,0,0.0081
Travel_Rarely,Medical,Healthcare Representative,Married,No,9824,18,1,0,38,3,3,3,0,0,0,0,0.2548
Travel_Rarely,Medical,Sales Executive,Divorced,No,4037,9,9,8,33,1,1,1,0,0,0,0,0.0121
Travel_Rarely,Medical,Manufacturing Director,Married,No,4306,13,13,12,31,1,2,1,3,0,0,0,0.0646
Travel_Rarely,Life Sciences,Sales Executive,Married,No,6392,8,2,2,33,1,1,2,2,0,0,0,0.0315
Travel_Rarely,Life Sciences,Sales Representative,Single,No,2728,2,2,2,20,1,4,1,0,0,0,0,0.0145
Travel_Rarely,Medical,Sales Executive,Married,No,5561,6,6,2,29,3,2,1,1,0,0,0,0.1637
Travel_Frequently,Technical Degree,Sales Representative,Married,No,2157,3,3,2,29,4,3,1,0,0,0,0,0.0203
Travel_Frequently,Human Resources,Human Resources,Married,No,6077,10,6,2,38,3,3,3,1,0,0,0,0.0249
Travel_Frequently,Life Sciences,Research Scientist,Single,No,4869,20,4,3,54,3,4,3,0,0,0,0,0.01
Travel_Rarely,Medical,Manufacturing Director,Divorced,Yes,5485,9,5,4,54,1,4,9,1,0,0,0,0.2438
Non-Travel,Medical,Manufacturing Director,Married,Yes,12965,27,3,2,53,3,1,4,0,0,0,0,0.2509
Travel_Rarely,Technical Degree,Research Scientist,Married,No,3420,17,6,2,47,4,1,7,1,0,0,0,0.0977
Travel_Rarely,Medical,Healthcare Representative,Married,No,5237,17,7,7,36,3,3,6,7,0,0,1,0.6077
Travel_Rarely,Medical,Research Scientist,Married,Yes,2127,7,4,3,41,3,2,2,0,0,0,0,0.1208
Travel_Rarely,Medical,Research Scientist,Single,No,5055,10,7,7,32,4,1,7,0,0,0,0,0.0612
Travel_Rarely,Marketing,Sales Executive,Single,No,5487,10,10,9,33,3,2,1,0,0,0,0,0.0327
Travel_Rarely,Medical,Research Director,Married,No,13348,18,13,7,42,1,3,9,5,0,0,1,0.5297
Travel_Rarely,Marketing,Sales Executive,Divorced,No,7140,12,7,7,30,1,3,2,1,0,0,0,0.0191
Travel_Frequently,Medical,Manager,Divorced,No,16032,26,14,12,54,4,2,3,1,0,0,0,0.0329
Travel_Frequently,Life Sciences,Research Director,Married,No,19161,28,5,3,49,4,2,3,4,0,0,0,0.2909
Travel_Rarely,Technical Degree,Manager,Married,No,19232,22,22,15,42,4,3,1,11,0,0,0,0.498
Travel_Rarely,Medical,Sales Executive,Single,No,13872,38,37,8,58,3,4,0,1,0,0,0,0.0641
Travel_Rarely,Medical,Manufacturing Director,Divorced,No,6347,8,6,4,37,4,4,7,0,0,0,0,0.0132
Travel_Frequently,Medical,Manufacturing Director,Single,Yes,10880,21,21,8,39,1,4,1,2,0,0,0,0.2273
Travel_Rarely,Life Sciences,Research Scientist,Married,No,2061,1,1,0,26,4,1,1,0,0,0,0,0.1167
Travel_Frequently,Medical,Human Resources,Married,No,2145,3,2,1,24,4,1,0,2,0,0,0,0.1401
Travel_Rarely,Medical,Sales Executive,Divorced,No,8628,9,8,1,34,3,4,1,1,0,0,0,0.2587
Travel_Rarely,Marketing,Sales Executive,Divorced,No,7547,13,7,7,31,4,4,4,1,0,0,0,0.047
Travel_Rarely,Life Sciences,Sales Executive,Divorced,Yes,5006,9,5,3,45,1,3,4,0,0,0,0,0.1582
Travel_Rarely,Life Sciences,Human Resources,Married,No,2942,8,8,7,26,3,3,1,5,0,0,0,0.4321
Travel_Rarely,Medical,Sales Executive,Single,No,4859,5,5,3,35,3,1,1,0,0,0,0,0.0776
Non-Travel,Life Sciences,Laboratory Technician,Married,No,2097,9,5,4,30,4,3,4,1,0,0,0,0.0313
Travel_Frequently,Life Sciences,Manufacturing Director,Single,No,4033,5,3,2,34,3,4,2,0,0,0,0,0.0069
Travel_Rarely,Life Sciences,Manager,Divorced,No,16823,22,19,16,40,1,1,2,11,0,0,0,0.0473
Travel_Rarely,Technical Degree,Research Scientist,Married,No,2226,6,5,2,27,2,2,1,1,0,0,0,0.0918
Travel_Rarely,Medical,Healthcare Representative,Married,No,9991,9,7,7,39,1,4,4,1,0,0,0,0.0596
Travel_Rarely,Medical,Sales Executive,Divorced,No,10798,18,1,0,43,4,3,5,0,0,0,0,0.0983
Travel_Rarely,Life Sciences,Healthcare Representative,Single,No,6540,10,1,0,35,2,3,9,0,0,0,0,0.0134
Travel_Rarely,Life Sciences,Sales Executive,Married,Yes,8966,15,7,7,35,1,3,3,1,0,0,1,0.5092
Travel_Rarely,Medical,Healthcare Representative,Single,No,8633,25,17,11,47,3,1,2,12,0,0,0,0.3317
Travel_Rarely,Life Sciences,Laboratory Technician,Single,No,3780,19,1,0,54,3,3,7,0,0,0,0,0.0143
Travel_Rarely,Medical,Sales Executive,Divorced,Yes,5440,7,2,2,35,4,1,6,2,0,0,0,0.1443
Travel_Rarely,Medical,Sales Executive,Married,No,5561,6,5,4,35,1,2,0,0,0,0,0,0.0194
Travel_Rarely,Marketing,Sales Representative,Single,No,2678,2,2,2,20,4,3,1,2,0,0,0,0.0744
Travel_Frequently,Life Sciences,Laboratory Technician,Married,Yes,5562,9,3,2,36,1,1,3,0,0,0,0,0.108
Travel_Frequently,Medical,Research Director,Divorced,No,19419,21,18,11,41,3,1,2,0,0,0,0,0.0121
Travel_Rarely,Life Sciences,Manager,Single,No,19717,36,7,7,56,2,4,6,7,0,0,0,0.2053
Travel_Rarely,Life Sciences,Healthcare Representative,Married,No,5347,10,3,2,36,3,1,6,0,0,0,0,0.0144
Travel_Rarely,Life Sciences,Sales Executive,Single,Yes,4478,5,5,4,27,3,4,1,0,0,0,0,0.3977
Travel_Rarely,Other,Research Scientist,Single,No,4541,20,20,17,44,4,4,1,13,0,0,0,0.3421
Travel_Rarely,Life Sciences,Sales Executive,Married,No,9714,10,10,7,30,1,2,1,6,0,0,0,0.4055
Travel_Rarely,Life Sciences,Research Scientist,Single,Yes,2472,1,1,0,22,2,4,1,0,0,0,0,0.1258
Travel_Rarely,Technical Degree,Research Scientist,Married,No,2585,2,1,0,34,3,3,0,0,0,0,0,0.0526
Travel_Rarely,Human Resources,Human Resources,Married,No,3737,4,3,2,34,4,3,0,0,0,0,0,0.0108
Non-Travel,Marketing,Sales Executive,Married,No,4385,10,10,5,45,1,1,1,4,0,0,0,0.2736
Non-Travel,Marketing,Sales Executive,Married,No,6538,6,3,2,34,3,3,9,1,0,0,0,0.0466
Non-Travel,Life Sciences,Laboratory Technician,Single,No,1611,0,0,0,18,4,4,1,0,0,0,0,0.0044
Travel_Rarely,Life Sciences,Research Scientist,Married,No,2911,2,2,2,33,4,3,1,0,0,0,0,0.0181
Travel_Rarely,Medical,Healthcare Representative,Married,Yes,4878,10,9,1,33,4,2,0,8,0,0,0,0.2273
Travel_Rarely,Life Sciences,Research Scientist,Single,No,3280,10,4,3,34,4,2,2,1,0,0,0,0.0261
Travel_Rarely,Life Sciences,Manager,Single,Yes,16659,30,5,2,55,4,3,2,1,0,0,0,0.2341
Travel_Rarely,Medical,Laboratory Technician,Married,No,3669,7,3,2,25,4,4,3,1,0,0,0,0.0474
Non-Travel,Other,Sales Executive,Married,No,8412,10,9,8,30,1,3,0,7,0,0,0,0.1378
Travel_Rarely,Medical,Laboratory Technician,Divorced,No,4558,10,10,8,28,1,3,1,1,0,0,0,0.0127
Travel_Rarely,Marketing,Manager,Married,No,18303,21,1,0,42,3,4,6,0,0,0,0,0.1968
Travel_Rarely,Life Sciences,Human Resources,Single,Yes,8837,9,9,7,35,4,3,1,1,0,0,0,0.1828
Travel_Rarely,Life Sciences,Laboratory Technician,Married,Yes,4766,6,1,0,41,4,2,3,0,0,0,1,0.5066
Travel_Rarely,Medical,Sales Executive,Single,No,4908,4,4,2,28,4,1,1,0,0,0,0,0.0929
Travel_Rarely,Marketing,Sales Executive,Divorced,Yes,6134,16,2,2,36,1,2,5,2,0,0,0,0.1632
Travel_Rarely,Marketing,Sales Executive,Single,No,9888,14,14,1,34,4,1,1,2,0,0,0,0.3891
Travel_Rarely,Other,Laboratory Technician,Divorced,No,3917,3,3,2,35,4,2,1,1,0,0,0,0.0145
Travel_Rarely,Life Sciences,Research Scientist,Single,No,2115,17,17,7,37,4,4,1,5,0,0,0,0.2339
Travel_Rarely,Medical,Laboratory Technician,Divorced,No,2766,7,5,4,42,2,2,8,0,0,0,0,0.0117
Travel_Rarely,Medical,Laboratory Technician,Married,No,3448,20,1,0,40,3,2,6,0,0,0,0,0.166
Non-Travel,Life Sciences,Research Director,Divorced,No,19973,21,21,10,41,3,2,1,5,0,0,0,0.143
Travel_Rarely,Marketing,Sales Executive,Divorced,Yes,4260,5,5,3,24,3,4,1,0,0,0,0,0.0335
Travel_Frequently,Medical,Laboratory Technician,Single,No,4011,12,12,7,30,4,3,1,3,0,0,0,0.0207
Travel_Rarely,Life Sciences,Sales Representative,Single,No,4502,17,13,7,36,4,3,3,6,0,0,0,0.2591
Travel_Rarely,Medical,Sales Executive,Married,No,7596,10,10,0,36,3,2,1,9,0,0,1,0.9221
Travel_Rarely,Medical,Manager,Divorced,No,18606,26,7,7,53,3,4,3,4,0,0,0,0.2121
